29/01/2016,24033582.42,777761
29/02/2016,19684171.6,777761
31/03/2016,19867761.47,530469
29/04/2016,18873038.2,530469
31/05/2016,19303639.88,530469
30/06/2016,16863563.67,677056
29/07/2016,19674157.61,677056
31/08/2016,20822428.77,677056
30/09/2016,19290287.89,499478
31/10/2016,20291687.16,499478
30/11/2016,21695670.77,499478
30/12/2016,22442897.21,499478
31/01/2017,21483575.93,587538
28/02/2017,20768979.46,587538
31/03/2017,19715031.25,429753
28/04/2017,19692190.27,429753
31/05/2017,19356101.52,429753
30/06/2017,19228844.61,679348
31/07/2017,20341526.37,679348
31/08/2017,20175113.49,679348
29/09/2017,21894713.17,679348
31/10/2017,22808352.47,572825
30/11/2017,22984554.33,572825
29/12/2017,23536000.91,572825
31/01/2018,24407221.24,750940
28/02/2018,23607786.86,750940
30/03/2018,22269957.88,750940
